Task.Code,Stanhope PFI Task code,Task.Category,Task.RepairArea,Task.Problem,Task.Item,Task.Priority,Task.Communal,Task.Unit,Task.TenureSharedO,Task.TenureRented,Task.TenureSupported,Task.BookOnline,Task.CategoryTip,Task.RepairAreaTip,Task.TaskItemTip,Task.SpecialistContractor
BWK009,047999,"External (Guttering, Fencing and Drains etc)","Walls, Steps and Brickwork",Crumbling copings,Coping missing or broken,R,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
BWK009,047999,"External (Guttering, Fencing and Drains etc)","Walls, Steps and Brickwork",Crumbling copings,Coping missing or broken,R,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
BWK009,047999,"External (Guttering, Fencing and Drains etc)","Walls, Steps and Brickwork",Crumbling copings,Coping missing or broken,R,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
BWK001,047999,"External (Guttering, Fencing and Drains etc)","Walls, Steps and Brickwork",Brickwork,Cracked brickwork,R,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
BWK001,047999,"External (Guttering, Fencing and Drains etc)","Walls, Steps and Brickwork",Brickwork,Cracked brickwork,R,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
BWK001,047999,"External (Guttering, Fencing and Drains etc)","Walls, Steps and Brickwork",Brickwork,Cracked brickwork,R,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
FSH001,463999,"Finishings (Plaster, Wall and Floor tiles etc)",Wall Tiles ,Basin tiles,Damaged tiles,R,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
FSH001,463999,"Finishings (Plaster, Wall and Floor tiles etc)",Wall Tiles ,Basin tiles,Damaged tiles,R,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
FSH001,463999,"Finishings (Plaster, Wall and Floor tiles etc)",Wall Tiles ,Basin tiles,Damaged tiles,R,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
GRD009,047999,"External (Guttering, Fencing and Drains etc)","Walls, Steps and Brickwork",Steps,Loose broken steps or paving ,E,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Please call Moat on 0300 323 0011 to raise an emergency repair.,FALSE
GRD009,047999,"External (Guttering, Fencing and Drains etc)","Walls, Steps and Brickwork",Steps,Loose broken steps or paving ,E,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,Please call Moat on 0300 323 0011 to raise an emergency repair.,FALSE
GRD009,047999,"External (Guttering, Fencing and Drains etc)","Walls, Steps and Brickwork",Steps,Loose broken steps or paving ,E,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,Please call Moat on 0300 323 0011 to raise an emergency repair.,FALSE
GRD019,047999,"External (Guttering, Fencing and Drains etc)","Walls, Steps and Brickwork",Bollards,Bollard broken,R,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
GRD019,047999,"External (Guttering, Fencing and Drains etc)","Walls, Steps and Brickwork",Bollards,Bollard broken,R,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
GRD019,047999,"External (Guttering, Fencing and Drains etc)","Walls, Steps and Brickwork",Bollards,Bollard broken,R,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
CAR063,397999,"Carpentry (Doors, Windows, Ironmongery & Stairs etc) ",Stairs and Handrails ,Handrail,Loose or broken handrail,E,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Please call Moat on 0300 323 0011 to raise an emergency repair.,FALSE
CAR063,397999,"Carpentry (Doors, Windows, Ironmongery & Stairs etc) ",Stairs and Handrails ,Handrail,Loose or broken handrail,E,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,Please call Moat on 0300 323 0011 to raise an emergency repair.,FALSE
CAR063,397999,"Carpentry (Doors, Windows, Ironmongery & Stairs etc) ",Stairs and Handrails ,Handrail,Loose or broken handrail,E,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,Please call Moat on 0300 323 0011 to raise an emergency repair.,FALSE
GLA005,575999,"Carpentry (Doors, Windows, Ironmongery & Stairs etc) ",Doors and Door Fittings ,Door glass ,Broken glass - single glazed ,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,"Broken glass is the responsibility of the customer, unless a crime reference number is provided.",FALSE
GLA005,575999,"Carpentry (Doors, Windows, Ironmongery & Stairs etc) ",Doors and Door Fittings ,Door glass ,Broken glass - single glazed ,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,"Broken glass is the responsibility of the customer, unless a crime reference number is provided.",FALSE
GLA005,575999,"Carpentry (Doors, Windows, Ironmongery & Stairs etc) ",Doors and Door Fittings ,Door glass ,Broken glass - single glazed ,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,"Broken glass is the responsibility of the customer, unless a crime reference number is provided.",FALSE
GLA001,575999,"Carpentry (Doors, Windows, Ironmongery & Stairs etc) ",Doors and Door Fittings ,Door glass ,Broken glass - double glazed ,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,"Broken glass is the responsibility of the customer, unless a crime reference number is provided.",FASLE
GLA001,575999,"Carpentry (Doors, Windows, Ironmongery & Stairs etc) ",Doors and Door Fittings ,Door glass ,Broken glass - double glazed ,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,"Broken glass is the responsibility of the customer, unless a crime reference number is provided.",FASLE
GLA001,575999,"Carpentry (Doors, Windows, Ironmongery & Stairs etc) ",Doors and Door Fittings ,Door glass ,Broken glass - double glazed ,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,"Broken glass is the responsibility of the customer, unless a crime reference number is provided.",FASLE
GLA005,575999,"Carpentry (Doors, Windows, Ironmongery & Stairs etc) ",Windows and Window Fittings ,Window Glass ,Broken glass - single glazed ,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,"Broken glass is the responsibility of the customer, unless a crime reference number is provided.",FALSE
GLA005,575999,"Carpentry (Doors, Windows, Ironmongery & Stairs etc) ",Windows and Window Fittings ,Window Glass ,Broken glass - single glazed ,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,"Broken glass is the responsibility of the customer, unless a crime reference number is provided.",FALSE
GLA005,575999,"Carpentry (Doors, Windows, Ironmongery & Stairs etc) ",Windows and Window Fittings ,Window Glass ,Broken glass - single glazed ,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,"Broken glass is the responsibility of the customer, unless a crime reference number is provided.",FALSE
GLA001,575999,"Carpentry (Doors, Windows, Ironmongery & Stairs etc) ",Windows and Window Fittings ,Window Glass ,Broken glass - double glazed ,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,"Broken glass is the responsibility of the customer, unless a crime reference number is provided.",FASLE
GLA001,575999,"Carpentry (Doors, Windows, Ironmongery & Stairs etc) ",Windows and Window Fittings ,Window Glass ,Broken glass - double glazed ,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,"Broken glass is the responsibility of the customer, unless a crime reference number is provided.",FASLE
GLA001,575999,"Carpentry (Doors, Windows, Ironmongery & Stairs etc) ",Windows and Window Fittings ,Window Glass ,Broken glass - double glazed ,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,"Broken glass is the responsibility of the customer, unless a crime reference number is provided.",FASLE
ELE151,999001,"Services (Door Entry, Rubbish and Lifts etc) ",CCTV,Closed Circuit TV ,Problem with CCTV system,R,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,TRUE 
ELE151,999001,"Services (Door Entry, Rubbish and Lifts etc) ",CCTV,Closed Circuit TV ,Problem with CCTV system,R,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,TRUE 
ELE151,999001,"Services (Door Entry, Rubbish and Lifts etc) ",CCTV,Closed Circuit TV ,Problem with CCTV system,R,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,TRUE 
ELE027,999001,"Services (Door Entry, Rubbish and Lifts etc) ",Door Entry ,Entryphone,Entryphone faulty,U,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,TRUE
ELE027,999001,"Services (Door Entry, Rubbish and Lifts etc) ",Door Entry ,Entryphone,Entryphone faulty,U,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,TRUE
ELE027,999001,"Services (Door Entry, Rubbish and Lifts etc) ",Door Entry ,Entryphone,Entryphone faulty,U,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,TRUE
999001,999001,"Services (Door Entry, Rubbish and Lifts etc) ",Communal Aerial,TV aerial ,Problem with TV aerial ,R,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,TRUE 
999001,999001,"Services (Door Entry, Rubbish and Lifts etc) ",Communal Aerial,TV aerial ,Problem with TV aerial ,R,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,TRUE 
999001,999001,"Services (Door Entry, Rubbish and Lifts etc) ",Communal Aerial,TV aerial ,Problem with TV aerial ,R,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,TRUE 
999001,999001,"Services (Door Entry, Rubbish and Lifts etc) ",Communal Lift,Communal Lifts ,Problem with Lift ,E,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Please call Moat on 0300 323 0011 to raise an emergency repair.,TRUE 
999001,999001,"Services (Door Entry, Rubbish and Lifts etc) ",Communal Lift,Communal Lifts ,Problem with Lift ,E,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,Please call Moat on 0300 323 0011 to raise an emergency repair.,TRUE 
999001,999001,"Services (Door Entry, Rubbish and Lifts etc) ",Communal Lift,Communal Lifts ,Problem with Lift ,E,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,Please call Moat on 0300 323 0011 to raise an emergency repair.,TRUE 
GRD012,999001,"Services (Door Entry, Rubbish and Lifts etc) ",Communal Rotary Drier ,Rotary Drier,Rotary drier broken or missing ,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
GRD012,999001,"Services (Door Entry, Rubbish and Lifts etc) ",Communal Rotary Drier ,Rotary Drier,Rotary drier broken or missing ,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
GRD012,999001,"Services (Door Entry, Rubbish and Lifts etc) ",Communal Rotary Drier ,Rotary Drier,Rotary drier broken or missing ,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
GRD047,047999,"External (Guttering, Fencing and Drains etc)","Problems with Gullies, Manholes and Drains","Gullies, manholes and drains",Blocked or broken gully,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
GRD047,047999,"External (Guttering, Fencing and Drains etc)","Problems with Gullies, Manholes and Drains","Gullies, manholes and drains",Blocked or broken gully,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
GRD047,047999,"External (Guttering, Fencing and Drains etc)","Problems with Gullies, Manholes and Drains","Gullies, manholes and drains",Blocked or broken gully,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
GRD047,047999,"External (Guttering, Fencing and Drains etc)","Problems with Gullies, Manholes and Drains","Gullies, manholes and drains",Drains are blocked or overflowing,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
GRD047,047999,"External (Guttering, Fencing and Drains etc)","Problems with Gullies, Manholes and Drains","Gullies, manholes and drains",Drains are blocked or overflowing,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
GRD047,047999,"External (Guttering, Fencing and Drains etc)","Problems with Gullies, Manholes and Drains","Gullies, manholes and drains",Drains are blocked or overflowing,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
CAR059,047999,"External (Guttering, Fencing and Drains etc)",Garage ,Metal doors,Door needs repair,R,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
CAR059,047999,"External (Guttering, Fencing and Drains etc)",Garage ,Metal doors,Door needs repair,R,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
CAR059,047999,"External (Guttering, Fencing and Drains etc)",Garage ,Metal doors,Door needs repair,R,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
CAR061,047999,"External (Guttering, Fencing and Drains etc)",Garage ,Wooden doors,Frame is loose,R,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
CAR061,047999,"External (Guttering, Fencing and Drains etc)",Garage ,Wooden doors,Frame is loose,R,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
CAR061,047999,"External (Guttering, Fencing and Drains etc)",Garage ,Wooden doors,Frame is loose,R,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
FSH003,463999,"Finishings (Plaster, Wall and Floor tiles etc)",Floor Tiles,Broken or floor loose tiles,Broken or damaged vinyl tiles,R,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,"If there is a trip hazard, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
FSH003,463999,"Finishings (Plaster, Wall and Floor tiles etc)",Floor Tiles,Broken or floor loose tiles,Broken or damaged vinyl tiles,R,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,"If there is a trip hazard, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
FSH003,463999,"Finishings (Plaster, Wall and Floor tiles etc)",Floor Tiles,Broken or floor loose tiles,Broken or damaged vinyl tiles,R,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,"If there is a trip hazard, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
FSH017,463999,"Finishings (Plaster, Wall and Floor tiles etc)",Ceiling Plaster,Plaster broken,Broken plaster on the ceiling,R,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
FSH017,463999,"Finishings (Plaster, Wall and Floor tiles etc)",Ceiling Plaster,Plaster broken,Broken plaster on the ceiling,R,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
FSH017,463999,"Finishings (Plaster, Wall and Floor tiles etc)",Ceiling Plaster,Plaster broken,Broken plaster on the ceiling,R,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
FSH013,463999,"Finishings (Plaster, Wall and Floor tiles etc)",Wall Plaster,Plaster broken,Broken plaster on the wall,R,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
FSH013,463999,"Finishings (Plaster, Wall and Floor tiles etc)",Wall Plaster,Plaster broken,Broken plaster on the wall,R,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
FSH013,463999,"Finishings (Plaster, Wall and Floor tiles etc)",Wall Plaster,Plaster broken,Broken plaster on the wall,R,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
PLU029,695999,"Plumbing (Leaks, Taps and Baths etc)",Toilet,Overflow,Pipe Leaking,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU029,695999,"Plumbing (Leaks, Taps and Baths etc)",Toilet,Overflow,Pipe Leaking,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU029,695999,"Plumbing (Leaks, Taps and Baths etc)",Toilet,Overflow,Pipe Leaking,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU073,695999,"Plumbing (Leaks, Taps and Baths etc)",Leaks and Burst Pipes,Cistern cracked,Major leak - cannot stop,E,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Please call Moat on 0300 323 0011 to raise an emergency repair.,FALSE
PLU073,695999,"Plumbing (Leaks, Taps and Baths etc)",Leaks and Burst Pipes,Cistern cracked,Major leak - cannot stop,E,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,Please call Moat on 0300 323 0011 to raise an emergency repair.,FALSE
PLU073,695999,"Plumbing (Leaks, Taps and Baths etc)",Leaks and Burst Pipes,Cistern cracked,Major leak - cannot stop,E,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,Please call Moat on 0300 323 0011 to raise an emergency repair.,FALSE
PLU079,695999,"Plumbing (Leaks, Taps and Baths etc)",Toilet,Cistern not flushing,Cistern not flushing properly,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
PLU079,695999,"Plumbing (Leaks, Taps and Baths etc)",Toilet,Cistern not flushing,Cistern not flushing properly,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
PLU079,695999,"Plumbing (Leaks, Taps and Baths etc)",Toilet,Cistern not flushing,Cistern not flushing properly,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
PLU081,695999,"Plumbing (Leaks, Taps and Baths etc)",Toilet,WC pan,Pan loose,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
PLU081,695999,"Plumbing (Leaks, Taps and Baths etc)",Toilet,WC pan,Pan loose,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
PLU081,695999,"Plumbing (Leaks, Taps and Baths etc)",Toilet,WC pan,Pan loose,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
PLU003,695999,"Plumbing (Leaks, Taps and Baths etc)",Basin  ,Basin seal,Seal around basin needs renewal,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
PLU003,695999,"Plumbing (Leaks, Taps and Baths etc)",Basin  ,Basin seal,Seal around basin needs renewal,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
PLU003,695999,"Plumbing (Leaks, Taps and Baths etc)",Basin  ,Basin seal,Seal around basin needs renewal,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
PLU057,695999,"Plumbing (Leaks, Taps and Baths etc)",Basin  ,Basin taps,"Tap leaking, stiff or loose",U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
PLU057,695999,"Plumbing (Leaks, Taps and Baths etc)",Basin  ,Basin taps,"Tap leaking, stiff or loose",U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
PLU057,695999,"Plumbing (Leaks, Taps and Baths etc)",Basin  ,Basin taps,"Tap leaking, stiff or loose",U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
PLU003,695999,"Plumbing (Leaks, Taps and Baths etc)",Basin  ,Leaks,Pipe leaking,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU003,695999,"Plumbing (Leaks, Taps and Baths etc)",Basin  ,Leaks,Pipe leaking,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU003,695999,"Plumbing (Leaks, Taps and Baths etc)",Basin  ,Leaks,Pipe leaking,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU003,695999,"Plumbing (Leaks, Taps and Baths etc)",Basin  ,Loose basin,Loose basin,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
PLU003,695999,"Plumbing (Leaks, Taps and Baths etc)",Basin  ,Loose basin,Loose basin,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
PLU003,695999,"Plumbing (Leaks, Taps and Baths etc)",Basin  ,Loose basin,Loose basin,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
PLU007,695999,"Plumbing (Leaks, Taps and Baths etc)",Bath ,Damage,Loose bath - needs refixing,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
PLU007,695999,"Plumbing (Leaks, Taps and Baths etc)",Bath ,Damage,Loose bath - needs refixing,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
PLU007,695999,"Plumbing (Leaks, Taps and Baths etc)",Bath ,Damage,Loose bath - needs refixing,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
PLU007,695999,"Plumbing (Leaks, Taps and Baths etc)",Bath ,Damage,Seal around bath needs renewal,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
PLU007,695999,"Plumbing (Leaks, Taps and Baths etc)",Bath ,Damage,Seal around bath needs renewal,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
PLU007,695999,"Plumbing (Leaks, Taps and Baths etc)",Bath ,Damage,Seal around bath needs renewal,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
PLU057,695999,"Plumbing (Leaks, Taps and Baths etc)",Bath ,Bath taps,"Tap leaking, stiff or loose",U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
PLU057,695999,"Plumbing (Leaks, Taps and Baths etc)",Bath ,Bath taps,"Tap leaking, stiff or loose",U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
PLU057,695999,"Plumbing (Leaks, Taps and Baths etc)",Bath ,Bath taps,"Tap leaking, stiff or loose",U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
PLU007,695999,"Plumbing (Leaks, Taps and Baths etc)",Bath ,Leaks,Pipe Leaking,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU007,695999,"Plumbing (Leaks, Taps and Baths etc)",Bath ,Leaks,Pipe Leaking,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU007,695999,"Plumbing (Leaks, Taps and Baths etc)",Bath ,Leaks,Pipe Leaking,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU037,695999,"Plumbing (Leaks, Taps and Baths etc)",Shower,Seal,Renew seal around tray,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
PLU037,695999,"Plumbing (Leaks, Taps and Baths etc)",Shower,Seal,Renew seal around tray,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
PLU037,695999,"Plumbing (Leaks, Taps and Baths etc)",Shower,Seal,Renew seal around tray,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
PLU032,695999,"Plumbing (Leaks, Taps and Baths etc)",Shower,Shower/Mixer ,Problem with shower Mixer,R,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
PLU032,695999,"Plumbing (Leaks, Taps and Baths etc)",Shower,Shower/Mixer ,Problem with shower Mixer,R,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
PLU032,695999,"Plumbing (Leaks, Taps and Baths etc)",Shower,Shower/Mixer ,Problem with shower Mixer,R,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
PLU045,695999,"Plumbing (Leaks, Taps and Baths etc)",Kitchen Sink ,Leaks and blockages,Pipe Leaking,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU045,695999,"Plumbing (Leaks, Taps and Baths etc)",Kitchen Sink ,Leaks and blockages,Pipe Leaking,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU045,695999,"Plumbing (Leaks, Taps and Baths etc)",Kitchen Sink ,Leaks and blockages,Pipe Leaking,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU045,695999,"Plumbing (Leaks, Taps and Baths etc)",Kitchen Sink ,Sinktop and taps,Seal around sink needs renewal,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
PLU045,695999,"Plumbing (Leaks, Taps and Baths etc)",Kitchen Sink ,Sinktop and taps,Seal around sink needs renewal,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
PLU045,695999,"Plumbing (Leaks, Taps and Baths etc)",Kitchen Sink ,Sinktop and taps,Seal around sink needs renewal,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
PLU057,695999,"Plumbing (Leaks, Taps and Baths etc)",Kitchen Sink ,Sinktop and taps,"Taps leaking, stiff or loose",U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
PLU057,695999,"Plumbing (Leaks, Taps and Baths etc)",Kitchen Sink ,Sinktop and taps,"Taps leaking, stiff or loose",U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
PLU057,695999,"Plumbing (Leaks, Taps and Baths etc)",Kitchen Sink ,Sinktop and taps,"Taps leaking, stiff or loose",U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
PLU063,695999,"Plumbing (Leaks, Taps and Baths etc)","No cold water, banging pipes and running overflows",Banging pipes,Pipes are noisy,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
PLU063,695999,"Plumbing (Leaks, Taps and Baths etc)","No cold water, banging pipes and running overflows",Banging pipes,Pipes are noisy,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
PLU063,695999,"Plumbing (Leaks, Taps and Baths etc)","No cold water, banging pipes and running overflows",Banging pipes,Pipes are noisy,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
PLU075,695999,"Plumbing (Leaks, Taps and Baths etc)","No cold water, banging pipes and running overflows",No cold water,Cold water at kitchen sink only,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
PLU075,695999,"Plumbing (Leaks, Taps and Baths etc)","No cold water, banging pipes and running overflows",No cold water,Cold water at kitchen sink only,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
PLU075,695999,"Plumbing (Leaks, Taps and Baths etc)","No cold water, banging pipes and running overflows",No cold water,Cold water at kitchen sink only,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
PLU075,695999,"Plumbing (Leaks, Taps and Baths etc)","No cold water, banging pipes and running overflows",No cold water,No water at all and pipes are not frozen,E,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Please call Moat on 0300 323 0011 to raise an emergency repair,FALSE
PLU075,695999,"Plumbing (Leaks, Taps and Baths etc)","No cold water, banging pipes and running overflows",No cold water,No water at all and pipes are not frozen,E,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,Please call Moat on 0300 323 0011 to raise an emergency repair,FALSE
PLU075,695999,"Plumbing (Leaks, Taps and Baths etc)","No cold water, banging pipes and running overflows",No cold water,No water at all and pipes are not frozen,E,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,Please call Moat on 0300 323 0011 to raise an emergency repair,FALSE
PLU073,695999,"Plumbing (Leaks, Taps and Baths etc)","No cold water, banging pipes and running overflows",No cold water,Pipes are frozen,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,FALSE
